index,File_Name,File_Description,date_published,flmd_filename,flmd_source
753,*Water_Press_Temp.csv,Approximately 35 days of time series data (absolute pressure; temperature) collected using HOBO depth sensor. The asterisk * refers to the version number and Parent_ID. All data was removed from the day of deployment and two hours from the day of retrieving the sensor. One to two hours of data were also removed during sample collection because the sensor was removed to download the data. The sensor was placed back as close as possible to the original deployment location; but to account for any change in placement; an offset was applied to the data after it was redeployed. The offset was calculated by subtracting the pressure when it was removed from the pressure when it was redeployed. This resulted in the two data points being equal. Any visual sudden changes in pressure were assumed to be the sensor moving and were corrected in the same manor using an offset. Additional data was removed when the sensor was assumed to have been out of water.,2024-10-22,v3_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv
757,*Water_Temp_SpC_Turb_ChlA.csv,"Approximately two hours of time series data (temperature; specific conductance; turbidity; chlorophyll A) collected using MantaRiver sensor. The asterisk * refers to the  version number and Parent_ID. Five minutes of data was removed from the beginning and end of the time series to remove any extraneous data caused by deploying or retrieving the sensor. QAQC of these data consisted of multiple steps: 1) all turbidity and chlorophyll A values less than 0 (including negative values) were changed to zero; 2) all values outside of the possible range were changed to NA; 3) outliers were identified and flagged using IQR; 4) outliers were removed prior to calculating the summary file. The possible range for each metric was informed by the sensor specifications, the physical properties, and our knowledge of the systems. Parent_ID SSS024 and SSS036 (Site_ID W20 and W10) were deployed longer (for the purpose of another study) and have approximately 20 days of time series data. For these sites, outliers were only identified during a two hour window when sampling occured. Only data during this time period was used when calculating the summary file. Note that the only difference between these files and the files called ""*Water_Temp_SpC_Turb_pH_ChlA.csv"" is that pH was not measured.",2024-10-22,v3_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv
756,*Water_Temp_SpC_Turb_pH_ChlA.csv,"Approximately two hours of time series data (temperature; specific conductance; turbidity; pH; chlorophyll A) collected using MantaRiver sensor. The asterisk * refers to the  version number and Parent_ID. Five minutes of data was removed from the beginning and end of the time series to remove any extraneous data caused by deploying or retrieving the sensor. QAQC of these data consisted of multiple steps: 1) all turbidity and chlorophyll A values less than 0 (including negative values) were changed to zero; 2) all values outside of the possible range were changed to NA; 3) outliers were identified and flagged using IQR; 4) outliers were removed prior to calculating the summary file. The possible range for each metric was informed by the sensor specifications, the physical properties, and our knowledge of the systems. Parent_ID SSS024 and SSS036 (Site_ID W20 and W10) were deployed longer (for the purpose of another study) and have approximately 20 days of time series data. For these sites, outliers were only identified during a two hour window when sampling occured. Only data during this time period was used when calculating the summary file.",2024-10-22,v3_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv
14,01_Formularity_Log_Processing_v2.R,R script to process FTICR-MS data. See readme_WHONDRS_YDE21_FTICR.pdf for more details.,2022-09-23,WHONDRS_YDE21_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE21_Data_Package/WHONDRS_YDE21_data_package/WHONDRS_YDE21_flmd.csv
146,01_Formularity_Log_Processing_v2.R,R script to process FTICR-MS data. See readme_WHONDRS_STL_FTICR.pdf for more details.,2022-11-11,WHONDRS_STL_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_STL_Data_Package/WHONDRS_STL_Data_Package/WHONDRS_STL_flmd.csv
234,01_Formularity_Log_Processing_v2.R,R script to process FTICR-MS data. See readme_WHONDRS_YDE22_FTICR.pdf for more details.,2023-04-11,WHONDRS_YDE22_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_flmd.csv
730,01_Formularity_Log_Processing_v2.R,R script to process FTICR-MS data.,2024-08-09,EC_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/ECA_Data_Package/EC_Data_Package/EC_flmd.csv
977,01_Formularity_Log_Processing_v2.R,R script to process FTICR-MS data. See readme_WHONDRS_STL_FTICR.pdf for more details.,2025-04-21,v2_WHONDRS_STL_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_STL_Data_Package_v2/v2_WHONDRS_STL_Data_Package/v2_WHONDRS_STL_flmd.csv
1211,01_Formularity_Log_Processing_v2.R,R script to process FTICR-MS data. See readme_WHONDRS_YDE21_FTICR.pdf for more details.,2025-07-30,v3_WHONDRS_YDE21_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/WHONDRS_YDE21_Data_Package_v3/v3_WHONDRS_YDE21_Data_Package/v3_WHONDRS_YDE21_flmd.csv
15,02_FTMS_Analysis_Lambda.R,R script to process FTICR-MS data. See readme_WHONDRS_YDE21_FTICR.pdf for more details.,2022-09-23,WHONDRS_YDE21_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE21_Data_Package/WHONDRS_YDE21_data_package/WHONDRS_YDE21_flmd.csv
147,02_FTMS_Analysis_Lambda.R,R script to process FTICR-MS data. See readme_WHONDRS_STL_FTICR.pdf for more details.,2022-11-11,WHONDRS_STL_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_STL_Data_Package/WHONDRS_STL_Data_Package/WHONDRS_STL_flmd.csv
235,02_FTMS_Analysis_Lambda.R,R script to process FTICR-MS data. See readme_WHONDRS_YDE22_FTICR.pdf for more details.,2023-04-11,WHONDRS_YDE22_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_flmd.csv
731,02_FTMS_Analysis_Lambda.R,R script to process FTICR-MS data.,2024-08-09,EC_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/ECA_Data_Package/EC_Data_Package/EC_flmd.csv
978,02_FTMS_Analysis_Lambda.R,R script to process FTICR-MS data. See readme_WHONDRS_STL_FTICR.pdf for more details.,2025-04-21,v2_WHONDRS_STL_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_STL_Data_Package_v2/v2_WHONDRS_STL_Data_Package/v2_WHONDRS_STL_flmd.csv
1212,02_FTMS_Analysis_Lambda.R,R script to process FTICR-MS data. See readme_WHONDRS_YDE21_FTICR.pdf for more details.,2025-07-30,v3_WHONDRS_YDE21_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/WHONDRS_YDE21_Data_Package_v3/v3_WHONDRS_YDE21_Data_Package/v3_WHONDRS_YDE21_flmd.csv
1213,03_Generate_Conservative_and_Permissive_datasets_YDE21.R,R script to process YDE21 FTICR-MS data. See readme_WHONDRS_YDE21_FTICR.pdf for more details.,2025-07-30,v3_WHONDRS_YDE21_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/WHONDRS_YDE21_Data_Package_v3/v3_WHONDRS_YDE21_Data_Package/v3_WHONDRS_YDE21_flmd.csv
16,03_Generate_Conservative_and_Permissive_datasets.R,R script to process FTICR-MS data. See readme_WHONDRS_YDE21_FTICR.pdf for more details.,2022-09-23,WHONDRS_YDE21_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE21_Data_Package/WHONDRS_YDE21_data_package/WHONDRS_YDE21_flmd.csv
148,03_Generate_Conservative_and_Permissive_datasets.R,R script to process FTICR-MS data. See readme_WHONDRS_STL_FTICR.pdf for more details.,2022-11-11,WHONDRS_STL_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_STL_Data_Package/WHONDRS_STL_Data_Package/WHONDRS_STL_flmd.csv
979,03_Generate_Conservative_and_Permissive_datasets.R,R script to process FTICR-MS data. See readme_WHONDRS_STL_FTICR.pdf for more details.,2025-04-21,v2_WHONDRS_STL_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_STL_Data_Package_v2/v2_WHONDRS_STL_Data_Package/v2_WHONDRS_STL_flmd.csv
236,03_Generate_Conservative_and_Permissive_YDE22.R,R script to process YDE22 FTICR-MS data. See readme_WHONDRS_YDE22_FTICR.pdf for more details.,2023-04-11,WHONDRS_YDE22_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_flmd.csv
17,04_Generate_Summary_ICR_Files.R,R script to process FTICR-MS data. See readme_WHONDRS_YDE21_FTICR.pdf for more details.,2022-09-23,WHONDRS_YDE21_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE21_Data_Package/WHONDRS_YDE21_data_package/WHONDRS_YDE21_flmd.csv
149,04_Generate_Summary_ICR_Files.R,R script to process FTICR-MS data. See readme_WHONDRS_STL_FTICR.pdf for more details.,2022-11-11,WHONDRS_STL_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_STL_Data_Package/WHONDRS_STL_Data_Package/WHONDRS_STL_flmd.csv
237,04_Generate_Summary_ICR_Files.R,R script to process FTICR-MS data. See readme_WHONDRS_YDE22_FTICR.pdf for more details.,2023-04-11,WHONDRS_YDE22_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_flmd.csv
980,04_Generate_Summary_ICR_Files.R,R script to process FTICR-MS data. See readme_WHONDRS_STL_FTICR.pdf for more details.,2025-04-21,v2_WHONDRS_STL_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_STL_Data_Package_v2/v2_WHONDRS_STL_Data_Package/v2_WHONDRS_STL_flmd.csv
1214,04_Generate_Summary_ICR_Files.R,R script to process FTICR-MS data. See readme_WHONDRS_YDE21_FTICR.pdf for more details.,2025-07-30,v3_WHONDRS_YDE21_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/WHONDRS_YDE21_Data_Package_v3/v3_WHONDRS_YDE21_Data_Package/v3_WHONDRS_YDE21_flmd.csv
298,2022-04-13_Formularity_Log_Processing.R,R script to process FTICR-MS data.,2023-05-19,v2_SPS_Sample_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SFA_SpatialStudy_2021_SampleData_v2/v2_SFA_SpatialStudy_2021_SampleData/v2_SPS_Sample_flmd.csv
850,2022-04-13_Formularity_Log_Processing.R,R script to process FTICR-MS data.,2024-11-25,v3_SPS_Sample_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SFA_SpatialStudy_2021_SampleData_v3/v3_SFA_SpatialStudy_2021_SampleData/v3_SPS_Sample_flmd.csv
299,2022-07-09_FTICR_Instructions-Report_Generation_SOP.pdf,Instructions for working with FTICR-MS data.,2023-05-19,v2_SPS_Sample_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SFA_SpatialStudy_2021_SampleData_v2/v2_SFA_SpatialStudy_2021_SampleData/v2_SPS_Sample_flmd.csv
851,2022-07-09_FTICR_Instructions-Report_Generation_SOP.pdf,Instructions for working with FTICR-MS data.,2024-11-25,v3_SPS_Sample_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SFA_SpatialStudy_2021_SampleData_v3/v3_SFA_SpatialStudy_2021_SampleData/v3_SPS_Sample_flmd.csv
438,27Feb2020_FTICR_Instructions_WHONDRS.pdf,Instructions to calibrate and align the FTICR-MS data.,2023-09-01,v3_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_S19S_SW_v6/v6_WHONDRS_S19S_SW/v3_flmd.csv
1167,27Feb2020_FTICR_Instructions_WHONDRS.pdf,Instructions to calibrate and align the FTICR-MS data.,2025-07-21,v4_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_S19S_SW_v7/v7_WHONDRS_S19S_SW/v4_flmd.csv
408,30November2020_FTICR_Instructions_WHONDRS.pdf,Instructions to calibrate and align the FTICR-MS data.,2023-09-01,v6_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_S19S_Sediment_v8/v8_WHONDRS_S19S_Sediment/v6_flmd.csv
1237,30November2020_FTICR_Instructions_WHONDRS.pdf,Instructions to calibrate and align the FTICR-MS data.,2025-08-14,v7_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/WHONDRS_S19S_Sediment_v9/v9_WHONDRS_S19S_Sediment/v7_flmd.csv
907,AV1*,Field photos to show the environmental context of each site. The asterisk refers to the Parent_ID followed by an indicator of what the photo is of (i.e. across [across stream]; collection; data; down [downstream]; exposed [exposed shoreline sediment]; up [upstream]); and the file extension (.jpg; .png; .jpeg).,2025-04-08,WHONDRS_AV1_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_AV1_Data_Package/WHONDRS_AV1_Data_Package/WHONDRS_AV1_flmd.csv
1116,AV1*,Field photos to show the environmental context of each site. The asterisk refers to the Parent_ID followed by an indicator of what the photo is of (i.e. across [across stream]; collection; data; down [downstream]; exposed [exposed shoreline sediment]; up [upstream]); and the file extension (.jpg; .png; .jpeg).,2025-06-30,v2_WHONDRS_AV1_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_AV1_Data_Package_v2/v2_WHONDRS_AV1_Data_Package/v2_WHONDRS_AV1_flmd.csv
31,BarotrollAtm_*.csv,Time series data for barometric pressure and air temperature collect using In Situ Rugged BaroTROLL sensors for each sampling date and location. The asterisk * refers to the site ID underscore sampling location underscore sampling date.,2022-10-14,RC2_Sensor_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/RC2_TemporalStudy_2021-2022_SensorData/RC2_TemporalStudy_2021-2022_SensorData/RC2_Sensor_flmd.csv
55,BarotrollAtm_*.csv,Time series data for barometric pressure and air temperature collect using In Situ Rugged BaroTROLL sensors for each sampling date and location. The asterisk * refers to the site ID underscore sampling location underscore sampling date.,2022-10-14,SPS_Sensor_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SFA_SpatialStudy_2021_SensorData/SFA_SpatialStudy_2021_SensorData/SPS_Sensor_flmd.csv
1065,BarotrollAtm_*.csv,"Time series data for barometric pressure and air temperature collect using In Situ Rugged BaroTROLL sensors for each sampling date and location. The asterisk * refers to the site ID, sampling location, and sampling date seperated by underscores.",2025-06-24,v2_RC2_Sensor_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/RC2_TemporalStudy_2021-2022_SensorData_v2/v2_RC2_TemporalStudy_2021-2022_SensorData/v2_RC2_Sensor_flmd.csv
32,BarotrollAtm_Summary_Statistics.csv,Summary statistics (i.e. slope; R-squared; root mean square error or RMSE; mean; and range) for BarotrollAtm data.,2022-10-14,RC2_Sensor_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/RC2_TemporalStudy_2021-2022_SensorData/RC2_TemporalStudy_2021-2022_SensorData/RC2_Sensor_flmd.csv
56,BarotrollAtm_Summary_Statistics.csv,Summary statistics (e.g. mean; range; slope; root mean square error or RMSE; R squared) for BarotrollAtm data.,2022-10-14,SPS_Sensor_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SFA_SpatialStudy_2021_SensorData/SFA_SpatialStudy_2021_SensorData/SPS_Sensor_flmd.csv
33,BarotrollAtm_TsPlot.pdf,Time series plots with linear regression fitted line for data from BarotrollAtm sensor for each sampling date and location.,2022-10-14,RC2_Sensor_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/RC2_TemporalStudy_2021-2022_SensorData/RC2_TemporalStudy_2021-2022_SensorData/RC2_Sensor_flmd.csv
57,BarotrollAtm_TsPlot.pdf,Time series plots with linear regression fitted line for data from BarotrollAtm sensor for each sampling date and location.,2022-10-14,SPS_Sensor_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SFA_SpatialStudy_2021_SensorData/SFA_SpatialStudy_2021_SensorData/SPS_Sensor_flmd.csv
1064,BarotrollAtm_TsPlot.pdf,Time series plots with linear regression fitted line for data from BarotrollAtm sensor for each sampling date and location.,2025-06-24,v2_RC2_Sensor_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/RC2_TemporalStudy_2021-2022_SensorData_v2/v2_RC2_TemporalStudy_2021-2022_SensorData/v2_RC2_Sensor_flmd.csv
34,BarotrollAtm_Vplot.pdf,Violin plots for data from BarotrollAtm sensor for each sampling date and location.,2022-10-14,RC2_Sensor_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/RC2_TemporalStudy_2021-2022_SensorData/RC2_TemporalStudy_2021-2022_SensorData/RC2_Sensor_flmd.csv
58,BarotrollAtm_Vplot.pdf,Violin plots for data from BarotrollAtm sensor for each sampling date and location.,2022-10-14,SPS_Sensor_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SFA_SpatialStudy_2021_SensorData/SFA_SpatialStudy_2021_SensorData/SPS_Sensor_flmd.csv
1203,Blank_SED-*_12T.xml,"Raw 12T FTICR-MS instrument files for blanks associated with sediment samples. The asterisk * indicates the sample name; followed by a hyphen and the replicate indicator (1; 2; or 3); followed by ""_p"" and the ion accumulation time (IAT). Each sample has three replicates.",2025-07-30,v3_WHONDRS_YDE21_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/WHONDRS_YDE21_Data_Package_v3/v3_WHONDRS_YDE21_Data_Package/v3_WHONDRS_YDE21_flmd.csv
1207,Blank_SED-*_7T.xml,"Raw 7T FTICR-MS instrument files for blanks associated with sediment samples. The asterisk * indicates the sample name; followed by a hyphen and the replicate indicator (1; 2; or 3); followed by ""_p"" and the ion accumulation time (IAT). Each sample has three replicates.",2025-07-30,v3_WHONDRS_YDE21_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/WHONDRS_YDE21_Data_Package_v3/v3_WHONDRS_YDE21_Data_Package/v3_WHONDRS_YDE21_flmd.csv
13,Blank_SED-*.xml,"Raw FTICR-MS instrument files for blanks associated with sediment samples. The asterisk * indicates the sample name; followed by a hyphen and the replicate indicator (1; 2; or 3); followed by ""_p"" and the ion accumulation time (IAT). Each sample has three replicates.",2022-09-23,WHONDRS_YDE21_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE21_Data_Package/WHONDRS_YDE21_data_package/WHONDRS_YDE21_flmd.csv
1051,Blank*.xml,"Raw Fourier-transform ion cyclotron resonance mass spectrometer (FTICR-MS) instrument files from blank samples. The asterisk * indicates the blank name; followed by a hyphen and the analyte replicate indicator (r1 or r2); followed by ""_p"" and the ion accumulation time (IAT). Each sample had two analytical replicates. FTICR methods information can be found in MCSN_Water_FTICR_Methods.csv and the file ending in ""Methods_Codes.csv"". For information on processing the FTICR-MS data in CoreMS, see https://github.com/danczakre/RCSFA_CoreMS/tree/main.",2025-06-18,MCSN_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/MCSN/MCSN_Data_Package/MCSN_flmd.csv
96,BLSE_IGSN-Mapping.csv,File that maps between leachate sample names and registered International Geo Sample Numbers (IGSNs). Includes metadata required by ESS-DIVE Reporting Format for Sample ID and Metadata (Damerow et al. 2020). Some fields are repeated from the field metadata. Parent_IGSN is the IGSN for each solid char from which each leachate replicate was subsampled.,2022-10-21,BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package/BSLE_Data_Package/BSLE_flmd.csv
534,BLSE_IGSN-Mapping.csv,File that maps between leachate sample names and registered International Generic Sample Numbers (IGSNs). Includes metadata required by ESS-DIVE Reporting Format for Sample ID and Metadata (Damerow et al. 2020). Some fields are repeated from the field metadata. Parent_IGSN is the IGSN for each solid char from which each leachate replicate was subsampled.,2023-11-14,v3_BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package_v3/v3_BSLE_Data_Package/v3_BSLE_flmd.csv
779,BLSE_IGSN-Mapping.csv,File that maps between leachate sample names and registered International Generic Sample Numbers (IGSNs). Includes metadata required by ESS-DIVE Reporting Format for Sample ID and Metadata (Damerow et al. 2020). Some fields are repeated from the field metadata. Parent_IGSN is the IGSN for each solid char from which each leachate replicate was subsampled.,2024-10-25,v4_BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package_v4/v4_BSLE_Data_Package/v4_BSLE_flmd.csv
102,BSLE_*_Char_Photo,Photos of the solid char samples. The (*) asterisks corresponds to the sample ID.,2022-10-21,BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package/BSLE_Data_Package/BSLE_flmd.csv
103,BSLE_*_Char_Photo.jpg,Photos of the solid char samples. The (*) asterisks corresponds to the sample ID.,2022-10-21,BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package/BSLE_Data_Package/BSLE_flmd.csv
572,BSLE_*_Char_Photo.jpg,Photos of the solid char samples. The (*) asterisks corresponds to the sample ID.,2023-11-14,v3_BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package_v3/v3_BSLE_Data_Package/v3_BSLE_flmd.csv
824,BSLE_*_Char_Photo.jpg,Photos of the solid char samples. The (*) asterisks corresponds to the sample ID.,2024-10-25,v4_BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package_v4/v4_BSLE_Data_Package/v4_BSLE_flmd.csv
94,BSLE_*_DilCorr_Abs.dat,"Absorbance spectra generated from leachate samples. Methods codes for this data can be found in ""BSLE_EEMs.csv"". The asterisks (*) corresponds to the sample name.",2022-10-21,BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package/BSLE_Data_Package/BSLE_flmd.csv
563,BSLE_*_DilCorr_Abs.dat,"Absorbance spectra generated from leachate samples. Methods codes for this data can be found in ""BSLE_EEMs.csv"". The asterisks (*) corresponds to the sample name.",2023-11-14,v3_BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package_v3/v3_BSLE_Data_Package/v3_BSLE_flmd.csv
811,BSLE_*_DilCorr_Abs.dat,"Absorbance spectra generated from leachate samples. Methods codes for this data can be found in ""BSLE_EEMs.csv"". The asterisks (*) corresponds to the sample name. A sample name with ""-filt0.2"" appended indicates it was filtered through a 0.7 micrometer filter and then a 0.2 micrometer filter.",2024-10-25,v4_BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package_v4/v4_BSLE_Data_Package/v4_BSLE_flmd.csv
95,BSLE_*_DilCorr_IFE_RamNorm.dat,"Fluorescence spectra generated from leachate samples. Methods codes for this data can be found in ""BSLE_EEMs.csv"". The asterisks (*) corresponds to the sample name.",2022-10-21,BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package/BSLE_Data_Package/BSLE_flmd.csv
564,BSLE_*_DilCorr_IFE_RamNorm.dat,"Fluorescence spectra generated from leachate samples. Methods codes for this data can be found in ""BSLE_EEMs.csv"". The asterisks (*) corresponds to the sample name.",2023-11-14,v3_BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package_v3/v3_BSLE_Data_Package/v3_BSLE_flmd.csv
812,BSLE_*_DilCorr_IFE_RamNorm.dat,"Fluorescence spectra generated from leachate samples. Methods codes for this data can be found in ""BSLE_EEMs.csv"". The asterisks (*) corresponds to the sample name. A sample name with ""-filt0.2"" appended indicates it was filtered through a 0.7 micrometer filter and then a 0.2 micrometer filter.",2024-10-25,v4_BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package_v4/v4_BSLE_Data_Package/v4_BSLE_flmd.csv
571,BSLE_*_P-XANES.xmu,"Phosphorus X-ray absorption near edge structure (P XANES) data from solid char samples. Methods information can be found in ""BSLE_P-XANES_Methods.csv"". This analysis was run on a subset of samples.  A sample ID with ""-filt0.7"" appended indicates it was only filtered through a 0.7 micrometer filter. A sample name with ‚Äú-part‚Äù appended indicates it is the material greater than 0.7 that was deposited on top of the filter (i.e. particulates too large to pass through the filter). A sample name with ‚Äú-solid‚Äù appended refers to data collected on solid ground char.",2023-11-14,v3_BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package_v3/v3_BSLE_Data_Package/v3_BSLE_flmd.csv
823,BSLE_*_P-XANES.xmu,"Phosphorus X-ray absorption near edge structure (P XANES) data from solid char samples. Methods information can be found in ""BSLE_P-XANES_Methods.csv"". This analysis was run on a subset of samples. A sample name with ""-filt0.7"" appended indicates it was only filtered through a 0.7 micrometer filter. A sample name with ì-partî appended indicates it is the material greater than 0.7 that was deposited on top of the filter (i.e. particulates too large to pass through the filter). A sample name with ì-solidî appended refers to data collected on solid ground char.",2024-10-25,v4_BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package_v4/v4_BSLE_Data_Package/v4_BSLE_flmd.csv
568,BSLE_*.txt,Raw 21T FTICR-MS instrument files associated with samples. The asterisk * indicates the sample name. FTICR methods information can be found in BSLE_FTICR_Methods.csv and v3_BSLE_Methods_Codes.csv.,2023-11-14,v3_BSLE_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/BSLE_Data_Package_v3/v3_BSLE_Data_Package/v3_BSLE_flmd.csv
